"","Channel 2 Ave. (C)","Channel 3 Ave. (C)","Channel 4 Ave. (C)"
"2021-08-29T09:38:19-07:00","12.207","12.085","12.099"
"2021-08-29T09:39:19-07:00","12.240","12.091","11.939"
"2021-08-29T09:40:19-07:00","12.232","12.096","11.949"
"2021-08-29T09:41:19-07:00","12.223","12.111","11.962"
"2021-08-29T09:42:19-07:00","12.221","12.117","11.972"
"2021-08-29T09:43:19-07:00","12.228","12.126","11.982"
"2021-08-29T09:44:19-07:00","12.273","12.165","12.019"
"2021-08-29T09:45:19-07:00","12.327","12.215","12.059"
"2021-08-29T09:46:19-07:00","12.373","12.240","12.096"
"2021-08-29T09:47:19-07:00","12.372","12.274","12.115"
"2021-08-29T09:48:19-07:00","12.373","12.273","12.118"
"2021-08-29T09:49:19-07:00","12.381","12.277","12.121"
"2021-08-29T09:50:19-07:00","12.387","12.280","12.125"
"2021-08-29T09:51:19-07:00","12.385","12.282","12.126"
"2021-08-29T09:52:19-07:00","12.389","12.283","12.126"
"2021-08-29T09:53:19-07:00","12.389","12.281","12.122"
"2021-08-29T09:54:19-07:00","12.387","12.281","12.124"
"2021-08-29T09:55:19-07:00","12.384","12.279","12.116"
"2021-08-29T09:56:19-07:00","12.395","12.268","12.120"
"2021-08-29T09:57:19-07:00","12.386","12.276","12.115"
"2021-08-29T09:58:19-07:00","12.413","12.284","12.125"
"2021-08-29T09:59:19-07:00","12.421","12.307","12.247"
"2021-08-29T10:00:19-07:00","12.436","12.313","12.394"
"2021-08-29T10:01:19-07:00","12.441","12.310","12.183"
"2021-08-29T10:02:19-07:00","12.443","12.326","12.182"
"2021-08-29T10:03:19-07:00","12.458","12.348","12.196"
"2021-08-29T10:04:19-07:00","12.498","12.389","12.233"
"2021-08-29T10:05:19-07:00","12.553","12.449","12.286"
"2021-08-29T10:06:19-07:00","12.630","12.529","12.363"
"2021-08-29T10:07:19-07:00","12.729","12.630","12.461"
"2021-08-29T10:08:19-07:00","12.836","12.740","12.567"
"2021-08-29T10:09:19-07:00","12.954","12.857","12.684"
"2021-08-29T10:10:19-07:00","13.074","12.977","12.806"
"2021-08-29T10:11:19-07:00","13.193","13.096","12.926"
"2021-08-29T10:12:19-07:00","13.310","13.214","13.045"
"2021-08-29T10:13:19-07:00","13.420","13.324","13.155"
"2021-08-29T10:14:19-07:00","13.525","13.428","13.259"
"2021-08-29T10:15:19-07:00","13.619","13.523","13.355"
"2021-08-29T10:16:19-07:00","13.725","13.630","13.463"
"2021-08-29T10:17:19-07:00","13.833","13.738","13.570"
"2021-08-29T10:18:19-07:00","13.937","13.844","13.676"
"2021-08-29T10:19:19-07:00","14.040","13.946","13.783"
"2021-08-29T10:20:19-07:00","14.143","14.048","13.888"
"2021-08-29T10:21:19-07:00","14.237","14.143","13.983"
"2021-08-29T10:22:19-07:00","14.330","14.235","14.077"
"2021-08-29T10:23:19-07:00","14.423","14.329","14.172"
"2021-08-29T10:24:19-07:00","14.516","14.420","14.265"
"2021-08-29T10:25:19-07:00","14.610","14.515","14.358"
"2021-08-29T10:26:19-07:00","14.695","14.599","14.443"
"2021-08-29T10:27:19-07:00","14.783","14.688","14.529"
"2021-08-29T10:28:19-07:00","14.872","14.776","14.619"
"2021-08-29T10:29:19-07:00","14.955","14.858","14.702"
"2021-08-29T10:30:19-07:00","15.035","14.939","14.782"
"2021-08-29T10:31:19-07:00","15.119","15.021","14.862"
"2021-08-29T10:32:19-07:00","15.202","15.103","14.945"
"2021-08-29T10:33:19-07:00","15.276","15.177","15.022"
"2021-08-29T10:34:19-07:00","15.356","15.256","15.102"
"2021-08-29T10:35:19-07:00","15.433","15.331","15.177"
"2021-08-29T10:36:19-07:00","15.514","15.413","15.259"
"2021-08-29T10:37:19-07:00","15.590","15.490","15.335"
"2021-08-29T10:38:19-07:00","15.658","15.556","15.400"
"2021-08-29T10:39:19-07:00","15.732","15.628","15.474"
"2021-08-29T10:40:19-07:00","15.803","15.700","15.546"
"2021-08-29T10:41:19-07:00","15.875","15.771","15.619"
"2021-08-29T10:42:19-07:00","15.943","15.839","15.684"
"2021-08-29T10:43:19-07:00","16.005","15.901","15.747"
"2021-08-29T10:44:19-07:00","16.072","15.967","15.813"
"2021-08-29T10:45:19-07:00","16.131","16.026","15.870"
"2021-08-29T10:46:19-07:00","16.191","16.086","15.932"
"2021-08-29T10:47:19-07:00","16.252","16.147","15.993"
"2021-08-29T10:48:19-07:00","16.319","16.213","16.059"
"2021-08-29T10:49:19-07:00","16.389","16.282","16.126"
"2021-08-29T10:50:19-07:00","16.451","16.347","16.190"
"2021-08-29T10:51:19-07:00","16.515","16.409","16.251"
"2021-08-29T10:52:19-07:00","16.579","16.474","16.317"
"2021-08-29T10:53:19-07:00","16.642","16.537","16.379"
"2021-08-29T10:54:19-07:00","16.699","16.594","16.436"
"2021-08-29T10:55:19-07:00","16.759","16.654","16.496"
"2021-08-29T10:56:19-07:00","16.817","16.711","16.552"
"2021-08-29T10:57:19-07:00","16.873","16.767","16.608"
"2021-08-29T10:58:19-07:00","16.928","16.822","16.662"
"2021-08-29T10:59:19-07:00","16.972","16.864","16.705"
"2021-08-29T11:00:19-07:00","17.008","16.900","16.740"
"2021-08-29T11:01:19-07:00","17.034","16.923","16.765"
"2021-08-29T11:02:19-07:00","17.048","16.936","16.778"
"2021-08-29T11:03:19-07:00","17.056","16.941","16.783"
"2021-08-29T11:04:19-07:00","17.051","16.936","16.777"
"2021-08-29T11:05:19-07:00","17.062","16.940","16.782"
"2021-08-29T11:06:19-07:00","17.072","16.900","16.795"
"2021-08-29T11:07:19-07:00","17.086","16.877","16.807"
"2021-08-29T11:08:19-07:00","17.101","16.971","16.794"
"2021-08-29T11:09:19-07:00","17.132","16.983","16.849"
"2021-08-29T11:10:19-07:00","17.153","16.986","16.860"
"2021-08-29T11:11:19-07:00","17.143","16.970","16.868"
"2021-08-29T11:12:19-07:00","17.151","16.975","16.877"
"2021-08-29T11:13:19-07:00","17.161","16.987","16.890"
"2021-08-29T11:14:19-07:00","17.166","16.988","16.890"
"2021-08-29T11:15:19-07:00","17.168","17.040","16.900"
"2021-08-29T11:16:19-07:00","17.162","17.036","16.907"
"2021-08-29T11:17:19-07:00","17.179","17.049","16.925"
"2021-08-29T11:18:19-07:00","17.232","17.135","16.940"
"2021-08-29T11:19:19-07:00","17.158","17.082","16.929"
"2021-08-29T11:20:19-07:00","17.194","17.077","16.947"
"2021-08-29T11:21:19-07:00","17.200","17.089","16.948"
"2021-08-29T11:22:19-07:00","17.214","17.100","16.959"
"2021-08-29T11:23:19-07:00","17.219","17.107","16.965"
"2021-08-29T11:24:19-07:00","17.223","17.111","16.968"
"2021-08-29T11:25:19-07:00","17.233","17.119","16.978"
"2021-08-29T11:26:19-07:00","17.239","17.124","16.981"
"2021-08-29T11:27:19-07:00","17.247","17.134","16.988"
"2021-08-29T11:28:19-07:00","17.254","17.141","16.993"
"2021-08-29T11:29:19-07:00","17.278","17.161","17.009"
"2021-08-29T11:30:19-07:00","17.300","17.175","17.033"
"2021-08-29T11:31:19-07:00","17.307","17.193","17.044"
"2021-08-29T11:32:19-07:00","17.322","17.207","17.056"
"2021-08-29T11:33:19-07:00","17.357","17.241","17.091"
"2021-08-29T11:34:19-07:00","17.409","17.293","17.140"
"2021-08-29T11:35:19-07:00","17.487","17.371","17.216"
"2021-08-29T11:36:19-07:00","17.587","17.470","17.313"
"2021-08-29T11:37:19-07:00","17.699","17.582","17.422"
"2021-08-29T11:38:19-07:00","17.818","17.701","17.540"
"2021-08-29T11:39:19-07:00","17.937","17.818","17.658"
"2021-08-29T11:40:19-07:00","18.053","17.936","17.776"
"2021-08-29T11:41:19-07:00","18.159","18.042","17.883"
"2021-08-29T11:42:19-07:00","18.266","18.148","17.989"
"2021-08-29T11:43:19-07:00","18.365","18.246","18.089"
"2021-08-29T11:44:19-07:00","18.470","18.351","18.194"
"2021-08-29T11:45:19-07:00","18.572","18.452","18.296"
"2021-08-29T11:46:19-07:00","18.675","18.554","18.399"
"2021-08-29T11:47:19-07:00","18.774","18.656","18.500"
"2021-08-29T11:48:19-07:00","18.869","18.750","18.596"
"2021-08-29T11:49:19-07:00","18.964","18.845","18.691"
"2021-08-29T11:50:19-07:00","19.063","18.943","18.790"
"2021-08-29T11:51:19-07:00","19.156","19.034","18.883"
"2021-08-29T11:52:19-07:00","19.244","19.122","18.975"
"2021-08-29T11:53:19-07:00","19.321","19.200","19.052"
"2021-08-29T11:54:19-07:00","19.391","19.270","19.122"
"2021-08-29T11:55:19-07:00","19.462","19.341","19.192"
"2021-08-29T11:56:19-07:00","19.527","19.406","19.256"
"2021-08-29T11:57:19-07:00","19.599","19.479","19.330"
"2021-08-29T11:58:19-07:00","19.662","19.542","19.392"
"2021-08-29T11:59:19-07:00","19.725","19.605","19.456"
"2021-08-29T12:00:19-07:00","19.793","19.672","19.522"
"2021-08-29T12:01:19-07:00","19.858","19.739","19.589"
"2021-08-29T12:02:19-07:00","19.919","19.798","19.649"
"2021-08-29T12:03:19-07:00","19.979","19.859","19.708"
"2021-08-29T12:04:19-07:00","20.037","19.917","19.767"
"2021-08-29T12:05:19-07:00","20.092","19.975","19.825"
"2021-08-29T12:06:19-07:00","20.148","20.032","19.880"
"2021-08-29T12:07:19-07:00","20.200","20.085","19.933"
"2021-08-29T12:08:19-07:00","20.261","20.144","19.993"
"2021-08-29T12:09:19-07:00","20.319","20.202","20.050"
"2021-08-29T12:10:19-07:00","20.384","20.268","20.116"
"2021-08-29T12:11:19-07:00","20.454","20.338","20.185"
"2021-08-29T12:12:19-07:00","20.531","20.415","20.260"
"2021-08-29T12:13:19-07:00","20.610","20.496","20.339"
"2021-08-29T12:14:19-07:00","20.693","20.576","20.421"
"2021-08-29T12:15:19-07:00","20.768","20.651","20.495"
"2021-08-29T12:16:19-07:00","20.843","20.725","20.567"
"2021-08-29T12:17:19-07:00","20.916","20.799","20.638"
"2021-08-29T12:18:19-07:00","20.981","20.863","20.703"
"2021-08-29T12:19:19-07:00","21.057","20.939","20.778"
"2021-08-29T12:20:19-07:00","21.129","21.011","20.851"
"2021-08-29T12:21:19-07:00","21.190","21.072","20.911"
"2021-08-29T12:22:19-07:00","21.253","21.136","20.973"
"2021-08-29T12:23:19-07:00","21.318","21.200","21.040"
"2021-08-29T12:24:19-07:00","21.381","21.263","21.105"
"2021-08-29T12:25:19-07:00","21.450","21.332","21.175"
"2021-08-29T12:26:19-07:00","21.515","21.395","21.241"
"2021-08-29T12:27:19-07:00","21.576","21.457","21.302"
"2021-08-29T12:28:19-07:00","21.631","21.513","21.356"
"2021-08-29T12:29:19-07:00","21.678","21.561","21.406"
"2021-08-29T12:30:19-07:00","21.712","21.596","21.441"
"2021-08-29T12:31:19-07:00","21.738","21.621","21.466"
"2021-08-29T12:32:19-07:00","21.752","21.637","21.479"
"2021-08-29T12:33:19-07:00","21.767","21.643","21.503"
"2021-08-29T12:34:19-07:00","21.768","21.646","21.507"
"2021-08-29T12:35:19-07:00","21.803","21.676","21.530"
"2021-08-29T12:36:19-07:00","21.824","21.703","21.532"
"2021-08-29T12:37:19-07:00","21.832","21.713","21.548"
"2021-08-29T12:38:19-07:00","21.831","21.707","21.565"
"2021-08-29T12:39:19-07:00","21.837","21.725","21.560"
"2021-08-29T12:40:19-07:00","21.846","21.731","21.568"
"2021-08-29T12:41:19-07:00","21.854","21.737","21.582"
"2021-08-29T12:42:19-07:00","21.874","21.748","21.591"
"2021-08-29T12:43:19-07:00","21.891","21.770","21.613"
"2021-08-29T12:44:19-07:00","21.859","21.760","21.635"
"2021-08-29T12:45:19-07:00","21.864","21.729","21.668"
"2021-08-29T12:46:19-07:00","21.935","21.813","21.671"
"2021-08-29T12:47:19-07:00","21.947","21.830","21.677"
"2021-08-29T12:48:19-07:00","21.960","21.846","21.689"
"2021-08-29T12:49:19-07:00","21.974","21.857","21.700"
"2021-08-29T12:50:19-07:00","21.986","21.872","21.711"
"2021-08-29T12:51:19-07:00","22.002","21.882","21.725"
"2021-08-29T12:52:19-07:00","22.018","21.901","21.739"
"2021-08-29T12:53:19-07:00","22.035","21.917","21.753"
"2021-08-29T12:54:19-07:00","22.049","21.930","21.764"
"2021-08-29T12:55:19-07:00","22.068","21.948","21.783"
"2021-08-29T12:56:19-07:00","22.114","21.985","21.822"
"2021-08-29T12:57:19-07:00","22.141","22.018","21.854"
"2021-08-29T12:58:19-07:00","22.157","22.037","21.877"
"2021-08-29T12:59:19-07:00","22.172","22.052","21.891"
"2021-08-29T13:00:19-07:00","22.210","22.092","21.929"
"2021-08-29T13:01:19-07:00","22.278","22.160","21.996"
"2021-08-29T13:02:19-07:00","22.367","22.249","22.086"
"2021-08-29T13:03:19-07:00","22.472","22.354","22.192"
"2021-08-29T13:04:19-07:00","22.587","22.469","22.310"
"2021-08-29T13:05:19-07:00","22.700","22.582","22.423"
"2021-08-29T13:06:19-07:00","22.814","22.696","22.540"
"2021-08-29T13:07:19-07:00","22.923","22.806","22.650"
"2021-08-29T13:08:19-07:00","23.029","22.910","22.754"
"2021-08-29T13:09:19-07:00","23.124","23.005","22.847"
"2021-08-29T13:10:19-07:00","23.219","23.100","22.941"
"2021-08-29T13:11:19-07:00","23.314","23.195","23.036"
"2021-08-29T13:12:19-07:00","23.409","23.289","23.127"
"2021-08-29T13:13:19-07:00","23.503","23.383","23.218"
"2021-08-29T13:14:19-07:00","23.595","23.473","23.310"
"2021-08-29T13:15:19-07:00","23.686","23.564","23.402"
"2021-08-29T13:16:19-07:00","23.776","23.654","23.492"
"2021-08-29T13:17:19-07:00","23.865","23.743","23.583"
"2021-08-29T13:18:19-07:00","23.949","23.826","23.668"
"2021-08-29T13:19:19-07:00","24.035","23.912","23.757"
"2021-08-29T13:20:19-07:00","24.113","23.991","23.837"
"2021-08-29T13:21:19-07:00","24.192","24.069","23.914"
"2021-08-29T13:22:19-07:00","24.268","24.145","23.989"
"2021-08-29T13:23:19-07:00","24.353","24.230","24.074"
"2021-08-29T13:24:19-07:00","24.427","24.304","24.147"
"2021-08-29T13:25:19-07:00","24.502","24.378","24.219"
"2021-08-29T13:26:19-07:00","24.578","24.454","24.296"
"2021-08-29T13:27:19-07:00","24.651","24.529","24.371"
"2021-08-29T13:28:19-07:00","24.721","24.598","24.441"
"2021-08-29T13:29:19-07:00","24.791","24.668","24.513"
"2021-08-29T13:30:19-07:00","24.858","24.735","24.583"
"2021-08-29T13:31:19-07:00","24.926","24.803","24.651"
"2021-08-29T13:32:19-07:00","24.992","24.870","24.718"
"2021-08-29T13:33:19-07:00","25.060","24.938","24.785"
"2021-08-29T13:34:19-07:00","25.127","25.006","24.853"
"2021-08-29T13:35:19-07:00","25.195","25.075","24.922"
"2021-08-29T13:36:19-07:00","25.274","25.155","25.002"
"2021-08-29T13:37:19-07:00","25.358","25.237","25.085"
"2021-08-29T13:38:19-07:00","25.435","25.314","25.165"
"2021-08-29T13:39:19-07:00","25.514","25.393","25.242"
"2021-08-29T13:40:19-07:00","25.593","25.472","25.319"
"2021-08-29T13:41:19-07:00","25.667","25.547","25.394"
"2021-08-29T13:42:19-07:00","25.742","25.622","25.468"
"2021-08-29T13:43:19-07:00","25.815","25.694","25.539"
"2021-08-29T13:44:19-07:00","25.886","25.765","25.609"
"2021-08-29T13:45:19-07:00","25.962","25.842","25.687"
"2021-08-29T13:46:19-07:00","26.029","25.909","25.754"
"2021-08-29T13:47:19-07:00","26.099","25.980","25.823"
"2021-08-29T13:48:19-07:00","26.168","26.047","25.893"
"2021-08-29T13:49:19-07:00","26.237","26.117","25.961"
"2021-08-29T13:50:19-07:00","26.306","26.185","26.029"
"2021-08-29T13:51:19-07:00","26.369","26.248","26.093"
"2021-08-29T13:52:19-07:00","26.428","26.307","26.153"
"2021-08-29T13:53:19-07:00","26.490","26.369","26.214"
"2021-08-29T13:54:19-07:00","26.553","26.432","26.277"
"2021-08-29T13:55:19-07:00","26.607","26.487","26.334"
"2021-08-29T13:56:19-07:00","26.650","26.529","26.377"
"2021-08-29T13:57:19-07:00","26.684","26.563","26.413"
"2021-08-29T13:58:19-07:00","26.694","26.572","26.422"
"2021-08-29T13:59:19-07:00","26.706","26.584","26.434"
"2021-08-29T14:00:19-07:00","26.707","26.586","26.436"
"2021-08-29T14:01:19-07:00","26.716","26.600","26.445"
"2021-08-29T14:02:19-07:00","26.732","26.614","26.459"
"2021-08-29T14:03:19-07:00","26.742","26.622","26.466"
"2021-08-29T14:04:19-07:00","26.750","26.639","26.480"
"2021-08-29T14:05:19-07:00","26.761","26.680","26.499"
"2021-08-29T14:06:19-07:00","26.776","26.721","26.499"
"2021-08-29T14:07:19-07:00","26.785","26.709","26.514"
"2021-08-29T14:08:19-07:00","26.797","26.735","26.523"
"2021-08-29T14:09:19-07:00","26.811","26.744","26.548"
"2021-08-29T14:10:19-07:00","26.871","26.807","26.548"
"2021-08-29T14:11:19-07:00","26.803","26.706","26.582"
"2021-08-29T14:12:19-07:00","26.881","26.754","26.594"
"2021-08-29T14:13:19-07:00","26.889","26.771","26.602"
"2021-08-29T14:14:19-07:00","26.900","26.780","26.613"
"2021-08-29T14:15:19-07:00","26.929","26.800","24.951"
"2021-08-29T14:16:19-07:00","26.926","26.807","24.049"
"2021-08-29T14:17:19-07:00","26.944","26.813","24.058"
"2021-08-29T14:18:19-07:00","26.963","26.839","24.413"
"2021-08-29T14:19:19-07:00","26.977","26.850","24.721"
"2021-08-29T14:20:19-07:00","26.957","26.811","24.745"
"2021-08-29T14:21:19-07:00","26.984","26.873","24.911"
"2021-08-29T14:22:19-07:00","26.996","26.867","24.921"
"2021-08-29T14:23:19-07:00","27.006","26.891","25.182"
"2021-08-29T14:24:19-07:00","27.020","26.887","25.275"
"2021-08-29T14:25:19-07:00","27.029","26.899","25.111"
"2021-08-29T14:26:19-07:00","27.041","26.903","25.946"
"2021-08-29T14:27:19-07:00","27.047","26.922","26.700"
"2021-08-29T14:28:19-07:00","27.048","26.925","26.686"
"2021-08-29T14:29:19-07:00","27.062","26.939","26.725"
"2021-08-29T14:30:19-07:00","27.091","26.970","26.759"
"2021-08-29T14:31:19-07:00","27.144","27.021","26.798"
"2021-08-29T14:32:19-07:00","27.222","27.098","26.868"
"2021-08-29T14:33:19-07:00","27.320","27.196","26.955"
"2021-08-29T14:34:19-07:00","27.429","27.303","27.067"
"2021-08-29T14:35:19-07:00","27.536","27.413","27.164"
"2021-08-29T14:36:19-07:00","27.643","27.517","27.268"
"2021-08-29T14:37:19-07:00","27.746","27.620","27.372"
"2021-08-29T14:38:19-07:00","27.852","27.726","27.480"
"2021-08-29T14:39:19-07:00","27.960","27.833","27.598"
"2021-08-29T14:40:19-07:00","28.073","27.949","27.706"
"2021-08-29T14:41:19-07:00","28.193","28.065","27.838"
"2021-08-29T14:42:19-07:00","28.303","28.177","27.950"
"2021-08-29T14:43:19-07:00","28.417","28.292","28.059"
"2021-08-29T14:44:19-07:00","28.531","28.405","28.178"
"2021-08-29T14:45:19-07:00","28.636","28.512","28.271"
"2021-08-29T14:46:19-07:00","28.746","28.622","28.384"
"2021-08-29T14:47:19-07:00","28.846","28.723","28.491"
"2021-08-29T14:48:19-07:00","28.948","28.826","28.594"
"2021-08-29T14:49:19-07:00","29.043","28.918","28.682"
"2021-08-29T14:50:19-07:00","29.142","29.019","28.781"
"2021-08-29T14:51:19-07:00","29.232","29.107","28.872"
"2021-08-29T14:52:19-07:00","29.327","29.204","28.959"
"2021-08-29T14:53:19-07:00","29.413","29.290","29.042"
"2021-08-29T14:54:19-07:00","29.500","29.377","29.135"
"2021-08-29T14:55:19-07:00","29.587","29.460","29.222"
"2021-08-29T14:56:19-07:00","29.671","29.546","29.318"
"2021-08-29T14:57:19-07:00","29.756","29.631","29.394"
"2021-08-29T14:58:19-07:00","29.838","29.714","29.472"
"2021-08-29T14:59:19-07:00","29.913","29.789","29.549"
"2021-08-29T15:00:19-07:00","29.993","29.868","29.628"
"2021-08-29T15:01:19-07:00","30.061","29.938","29.699"
"2021-08-29T15:02:19-07:00","30.134","30.012","29.774"
"2021-08-29T15:03:19-07:00","30.206","30.086","29.845"
"2021-08-29T15:04:19-07:00","30.272","30.150","29.894"
"2021-08-29T15:05:19-07:00","30.341","30.219","29.966"
"2021-08-29T15:06:19-07:00","30.403","30.280","30.040"
"2021-08-29T15:07:19-07:00","30.470","30.347","30.119"
"2021-08-29T15:08:19-07:00","30.531","30.408","30.176"
"2021-08-29T15:09:19-07:00","30.593","30.467","30.230"
"2021-08-29T15:10:19-07:00","30.654","30.531","30.301"
"2021-08-29T15:11:19-07:00","30.714","30.590","30.368"
"2021-08-29T15:12:19-07:00","30.771","30.647","30.406"
"2021-08-29T15:13:19-07:00","30.829","30.704","30.461"
"2021-08-29T15:14:19-07:00","30.888","30.767","30.528"
"2021-08-29T15:15:19-07:00","30.948","30.825","30.572"
"2021-08-29T15:16:19-07:00","31.020","30.896","30.663"
"2021-08-29T15:17:19-07:00","31.092","30.968","30.733"
"2021-08-29T15:18:19-07:00","31.169","31.042","30.793"
"2021-08-29T15:19:19-07:00","31.251","31.124","30.876"
"2021-08-29T15:20:19-07:00","31.329","31.204","30.950"
"2021-08-29T15:21:19-07:00","31.411","31.287","31.035"
"2021-08-29T15:22:19-07:00","31.492","31.366","31.118"
"2021-08-29T15:23:19-07:00","31.566","31.438","31.191"
"2021-08-29T15:24:19-07:00","31.644","31.517","31.265"
"2021-08-29T15:25:19-07:00","31.711","31.582","31.327"
"2021-08-29T15:26:19-07:00","31.782","31.654","31.413"
"2021-08-29T15:27:19-07:00","31.848","31.723","31.476"
"2021-08-29T15:28:19-07:00","31.918","31.791","31.539"
"2021-08-29T15:29:19-07:00","31.978","31.853","31.610"
"2021-08-29T15:30:19-07:00","32.020","31.896","31.655"
"2021-08-29T15:31:19-07:00","32.051","31.925","31.672"
"2021-08-29T15:32:19-07:00","32.049","31.928","31.588"
"2021-08-29T15:33:19-07:00","32.028","31.912","31.702"
"2021-08-29T15:34:19-07:00","32.004","31.891","31.735"
"2021-08-29T15:35:19-07:00","31.977","31.864","31.702"
"2021-08-29T15:36:19-07:00","31.949","31.828","31.651"
"2021-08-29T15:37:19-07:00","31.956","31.848","31.649"
"2021-08-29T15:38:19-07:00","31.985","31.870","31.662"
"2021-08-29T15:39:19-07:00","32.026","31.950","31.683"
"2021-08-29T15:40:19-07:00","32.014","31.896","31.711"
"2021-08-29T15:41:19-07:00","32.038","31.924","31.739"
"2021-08-29T15:42:19-07:00","32.082","31.934","31.779"
"2021-08-29T15:43:19-07:00","32.085","31.972","31.807"
"2021-08-29T15:44:19-07:00","32.102","31.996","29.983"
"2021-08-29T15:45:19-07:00","32.124","32.020","29.452"
"2021-08-29T15:46:19-07:00","32.153","32.046","31.879"
"2021-08-29T15:47:19-07:00","32.191","32.080","31.913"
"2021-08-29T15:48:19-07:00","32.199","32.093","28.716"
"2021-08-29T15:49:19-07:00","32.152","32.035","26.534"
"2021-08-29T15:50:19-07:00","32.143","32.023","27.119"
"2021-08-29T15:51:19-07:00","32.154","32.030","26.037"
"2021-08-29T15:52:19-07:00","32.140","32.035","25.928"
"2021-08-29T15:53:19-07:00","32.134","32.029","26.408"
"2021-08-29T15:54:19-07:00","32.128","32.001","26.311"
"2021-08-29T15:55:19-07:00","32.117","31.998","27.577"
"2021-08-29T15:56:19-07:00","32.077","31.964","31.806"
"2021-08-29T15:57:19-07:00","32.047","31.932","31.772"
"2021-08-29T15:58:19-07:00","32.030","31.915","31.753"
"2021-08-29T15:59:19-07:00","32.013","31.895","31.734"
"2021-08-29T16:00:19-07:00","31.987","31.870","31.708"
"2021-08-29T16:01:19-07:00","31.964","31.849","31.687"
"2021-08-29T16:02:19-07:00","31.946","31.830","31.668"
"2021-08-29T16:03:19-07:00","31.923","31.807","31.644"
"2021-08-29T16:04:19-07:00","31.900","31.785","31.625"
"2021-08-29T16:05:19-07:00","31.882","31.765","31.604"
"2021-08-29T16:06:19-07:00","31.861","31.746","31.584"
"2021-08-29T16:07:19-07:00","31.834","31.717","31.557"
"2021-08-29T16:08:19-07:00","31.813","31.698","31.538"
"2021-08-29T16:09:19-07:00","31.792","31.676","31.516"
"2021-08-29T16:10:19-07:00","31.773","31.657","31.496"
"2021-08-29T16:11:19-07:00","31.745","31.631","31.469"
"2021-08-29T16:12:19-07:00","31.730","31.616","31.454"
"2021-08-29T16:13:19-07:00","31.715","31.603","31.439"
"2021-08-29T16:14:19-07:00","31.698","31.585","31.422"
"2021-08-29T16:15:19-07:00","31.678","31.565","31.403"
"2021-08-29T16:16:19-07:00","31.657","31.542","31.379"
"2021-08-29T16:17:19-07:00","31.638","31.523","31.360"
"2021-08-29T16:18:19-07:00","31.617","31.502","31.339"
"2021-08-29T16:19:19-07:00","31.601","31.484","31.323"
"2021-08-29T16:20:19-07:00","31.580","31.465","31.305"
"2021-08-29T16:21:19-07:00","31.557","31.440","31.278"
"2021-08-29T16:22:19-07:00","31.540","31.423","31.262"
"2021-08-29T16:23:19-07:00","31.525","31.410","31.246"
"2021-08-29T16:24:19-07:00","31.502","31.387","31.225"
