"","Channel 1 Ave. (C)","Channel 2 Ave. (C)","Channel 3 Ave. (C)","Channel 4 Ave. (C)"
"2021-08-06T10:00:07-07:00","12.010","11.995","11.854","11.725"
"2021-08-06T10:01:07-07:00","12.021","12.012","11.853","11.718"
"2021-08-06T10:02:07-07:00","12.027","12.028","11.867","11.738"
"2021-08-06T10:03:07-07:00","12.037","12.044","11.881","11.754"
"2021-08-06T10:04:07-07:00","12.039","12.053","11.889","11.757"
"2021-08-06T10:05:07-07:00","12.055","12.065","11.904","11.774"
"2021-08-06T10:06:07-07:00","12.077","12.074","11.916","11.784"
"2021-08-06T10:07:07-07:00","12.082","12.085","11.931","11.799"
"2021-08-06T10:08:07-07:00","12.086","12.100","11.945","11.815"
"2021-08-06T10:09:07-07:00","12.086","12.107","11.952","11.816"
"2021-08-06T10:10:07-07:00","12.092","12.116","11.960","11.826"
"2021-08-06T10:11:07-07:00","12.113","12.133","11.978","11.830"
"2021-08-06T10:12:07-07:00","12.166","12.176","12.020","11.874"
"2021-08-06T10:13:07-07:00","12.187","12.183","12.036","11.896"
"2021-08-06T10:14:07-07:00","12.214","12.196","12.051","11.913"
"2021-08-06T10:15:07-07:00","12.252","12.227","12.078","11.927"
"2021-08-06T10:16:07-07:00","12.314","12.283","12.130","11.974"
"2021-08-06T10:17:07-07:00","12.399","12.361","12.204","12.044"
"2021-08-06T10:18:07-07:00","12.503","12.460","12.298","12.131"
"2021-08-06T10:19:07-07:00","12.622","12.574","12.408","12.233"
"2021-08-06T10:20:07-07:00","12.767","12.710","12.543","12.366"
"2021-08-06T10:21:07-07:00","12.929","12.868","12.698","12.512"
"2021-08-06T10:22:07-07:00","13.106","13.043","12.868","12.682"
"2021-08-06T10:23:07-07:00","13.288","13.225","13.049","12.860"
"2021-08-06T10:24:07-07:00","13.481","13.417","13.239","13.049"
"2021-08-06T10:25:07-07:00","13.674","13.597","13.428","13.236"
"2021-08-06T10:26:07-07:00","13.875","13.789","13.619","13.428"
"2021-08-06T10:27:07-07:00","14.050","13.965","13.803","13.611"
"2021-08-06T10:28:07-07:00","14.205","14.119","13.958","13.764"
"2021-08-06T10:29:07-07:00","14.340","14.265","14.102","13.908"
"2021-08-06T10:30:07-07:00","14.467","14.402","14.230","14.038"
"2021-08-06T10:31:07-07:00","14.576","14.515","14.340","14.146"
"2021-08-06T10:32:07-07:00","14.669","14.604","14.428","14.235"
"2021-08-06T10:33:07-07:00","14.738","14.676","14.500","14.309"
"2021-08-06T10:34:07-07:00","14.802","14.742","14.567","14.379"
"2021-08-06T10:35:07-07:00","14.860","14.800","14.625","14.438"
"2021-08-06T10:36:07-07:00","14.922","14.860","14.685","14.500"
"2021-08-06T10:37:07-07:00","14.996","14.932","14.755","14.568"
"2021-08-06T10:38:07-07:00","15.066","14.999","14.824","14.643"
"2021-08-06T10:39:07-07:00","15.131","15.065","14.889","14.706"
"2021-08-06T10:40:07-07:00","15.192","15.124","14.952","14.771"
"2021-08-06T10:41:07-07:00","15.253","15.190","15.017","14.835"
"2021-08-06T10:42:07-07:00","15.320","15.260","15.088","14.905"
"2021-08-06T10:43:07-07:00","15.379","15.321","15.149","14.966"
"2021-08-06T10:44:07-07:00","15.436","15.376","15.201","15.017"
"2021-08-06T10:45:07-07:00","15.495","15.431","15.256","15.073"
"2021-08-06T10:46:07-07:00","15.551","15.484","15.310","15.126"
"2021-08-06T10:47:07-07:00","15.608","15.542","15.366","15.185"
"2021-08-06T10:48:07-07:00","15.663","15.597","15.425","15.246"
"2021-08-06T10:49:07-07:00","15.719","15.653","15.480","15.303"
"2021-08-06T10:50:07-07:00","15.772","15.707","15.535","15.356"
"2021-08-06T10:51:07-07:00","15.819","15.752","15.581","15.400"
"2021-08-06T10:52:07-07:00","15.868","15.803","15.628","15.447"
"2021-08-06T10:53:07-07:00","15.916","15.844","15.671","15.492"
"2021-08-06T10:54:07-07:00","15.962","15.887","15.713","15.536"
"2021-08-06T10:55:07-07:00","16.006","15.931","15.757","15.579"
"2021-08-06T10:56:07-07:00","16.055","15.980","15.806","15.629"
"2021-08-06T10:57:07-07:00","16.106","16.031","15.857","15.679"
"2021-08-06T10:58:07-07:00","16.146","16.074","15.900","15.724"
"2021-08-06T10:59:07-07:00","16.175","16.104","15.930","15.754"
"2021-08-06T11:00:07-07:00","16.200","16.132","15.960","15.788"
"2021-08-06T11:01:07-07:00","16.234","16.166","15.994","15.825"
"2021-08-06T11:02:07-07:00","16.273","16.204","16.032","15.858"
"2021-08-06T11:03:07-07:00","16.319","16.249","16.080","15.908"
"2021-08-06T11:04:07-07:00","16.360","16.293","16.125","15.953"
"2021-08-06T11:05:07-07:00","16.386","16.326","16.155","15.985"
"2021-08-06T11:06:07-07:00","16.406","16.347","16.175","16.004"
"2021-08-06T11:07:07-07:00","16.414","16.355","16.182","16.010"
"2021-08-06T11:08:07-07:00","16.428","16.365","16.191","16.021"
"2021-08-06T11:09:07-07:00","16.448","16.381","16.206","16.034"
"2021-08-06T11:10:07-07:00","16.466","16.395","16.219","16.047"
"2021-08-06T11:11:07-07:00","16.496","16.418","16.242","16.067"
"2021-08-06T11:12:07-07:00","16.534","16.451","16.274","16.096"
"2021-08-06T11:13:07-07:00","16.568","16.485","16.307","16.131"
"2021-08-06T11:14:07-07:00","16.608","16.529","16.352","16.175"
"2021-08-06T11:15:07-07:00","16.623","16.559","16.381","16.205"
"2021-08-06T11:16:07-07:00","16.642","16.583","16.405","16.230"
"2021-08-06T11:17:07-07:00","16.676","16.628","16.448","16.270"
"2021-08-06T11:18:07-07:00","16.709","16.653","16.475","16.294"
"2021-08-06T11:19:07-07:00","16.752","16.691","16.514","16.337"
"2021-08-06T11:20:07-07:00","16.783","16.752","16.587","16.381"
"2021-08-06T11:21:07-07:00","16.790","16.747","16.567","16.391"
"2021-08-06T11:22:07-07:00","16.798","16.764","16.586","16.412"
"2021-08-06T11:23:07-07:00","16.796","16.777","16.600","16.427"
"2021-08-06T11:24:07-07:00","16.795","16.787","16.613","16.439"
"2021-08-06T11:25:07-07:00","16.808","16.803","16.632","16.458"
"2021-08-06T11:26:07-07:00","16.812","16.798","16.643","16.470"
"2021-08-06T11:27:07-07:00","16.790","16.770","16.629","16.460"
"2021-08-06T11:28:07-07:00","16.813","16.789","16.635","16.483"
"2021-08-06T11:29:07-07:00","16.831","16.852","16.678","16.481"
"2021-08-06T11:30:07-07:00","16.856","16.842","16.697","16.513"
"2021-08-06T11:31:07-07:00","16.878","16.858","16.699","16.528"
"2021-08-06T11:32:07-07:00","16.905","16.878","16.719","16.548"
"2021-08-06T11:33:07-07:00","16.912","16.882","16.724","16.549"
"2021-08-06T11:34:07-07:00","16.934","16.899","16.737","16.562"
"2021-08-06T11:35:07-07:00","16.963","16.924","16.761","16.584"
"2021-08-06T11:36:07-07:00","16.981","16.939","16.776","16.597"
"2021-08-06T11:37:07-07:00","17.005","16.958","16.795","16.616"
"2021-08-06T11:38:07-07:00","17.024","16.972","16.806","16.629"
"2021-08-06T11:39:07-07:00","17.056","17.003","16.829","16.652"
"2021-08-06T11:40:07-07:00","17.099","17.035","16.858","16.687"
"2021-08-06T11:41:07-07:00","17.118","17.053","16.873","16.705"
"2021-08-06T11:42:07-07:00","17.126","17.061","16.884","16.715"
"2021-08-06T11:43:07-07:00","17.135","17.071","16.896","16.729"
"2021-08-06T11:44:07-07:00","17.166","17.104","16.927","16.758"
"2021-08-06T11:45:07-07:00","17.227","17.168","16.987","16.814"
"2021-08-06T11:46:07-07:00","17.309","17.251","17.067","16.891"
"2021-08-06T11:47:07-07:00","17.413","17.358","17.170","16.992"
"2021-08-06T11:48:07-07:00","17.546","17.490","17.302","17.117"
"2021-08-06T11:49:07-07:00","17.685","17.628","17.439","17.248"
"2021-08-06T11:50:07-07:00","17.826","17.769","17.575","17.386"
"2021-08-06T11:51:07-07:00","17.973","17.914","17.722","17.530"
"2021-08-06T11:52:07-07:00","18.112","18.048","17.854","17.662"
"2021-08-06T11:53:07-07:00","18.249","18.183","17.986","17.794"
"2021-08-06T11:54:07-07:00","18.372","18.302","18.106","17.912"
"2021-08-06T11:55:07-07:00","18.495","18.423","18.225","18.032"
"2021-08-06T11:56:07-07:00","18.605","18.537","18.336","18.145"
"2021-08-06T11:57:07-07:00","18.714","18.651","18.454","18.262"
"2021-08-06T11:58:07-07:00","18.813","18.754","18.562","18.374"
"2021-08-06T11:59:07-07:00","18.896","18.837","18.647","18.461"
"2021-08-06T12:00:07-07:00","18.968","18.911","18.722","18.536"
"2021-08-06T12:01:07-07:00","19.034","18.976","18.790","18.602"
"2021-08-06T12:02:07-07:00","19.086","19.028","18.839","18.650"
"2021-08-06T12:03:07-07:00","19.141","19.082","18.893","18.702"
"2021-08-06T12:04:07-07:00","19.200","19.140","18.949","18.755"
"2021-08-06T12:05:07-07:00","19.260","19.197","19.007","18.813"
"2021-08-06T12:06:07-07:00","19.311","19.250","19.058","18.863"
"2021-08-06T12:07:07-07:00","19.360","19.295","19.102","18.907"
"2021-08-06T12:08:07-07:00","19.416","19.351","19.158","18.963"
"2021-08-06T12:09:07-07:00","19.478","19.413","19.219","19.031"
"2021-08-06T12:10:07-07:00","19.542","19.483","19.291","19.104"
"2021-08-06T12:11:07-07:00","19.604","19.546","19.359","19.173"
"2021-08-06T12:12:07-07:00","19.674","19.617","19.431","19.245"
"2021-08-06T12:13:07-07:00","19.739","19.685","19.496","19.312"
"2021-08-06T12:14:07-07:00","19.800","19.745","19.557","19.373"
"2021-08-06T12:15:07-07:00","19.850","19.797","19.608","19.425"
"2021-08-06T12:16:07-07:00","19.898","19.848","19.660","19.478"
"2021-08-06T12:17:07-07:00","19.940","19.896","19.708","19.530"
"2021-08-06T12:18:07-07:00","19.998","19.958","19.773","19.594"
"2021-08-06T12:19:07-07:00","20.054","20.014","19.829","19.653"
"2021-08-06T12:20:07-07:00","20.103","20.061","19.880","19.706"
"2021-08-06T12:21:07-07:00","20.160","20.113","19.935","19.762"
"2021-08-06T12:22:07-07:00","20.207","20.158","19.979","19.809"
"2021-08-06T12:23:07-07:00","20.258","20.209","20.031","19.861"
"2021-08-06T12:24:07-07:00","20.311","20.260","20.081","19.912"
"2021-08-06T12:25:07-07:00","20.360","20.308","20.128","19.959"
"2021-08-06T12:26:07-07:00","20.410","20.356","20.177","20.007"
"2021-08-06T12:27:07-07:00","20.459","20.401","20.223","20.053"
"2021-08-06T12:28:07-07:00","20.504","20.446","20.267","20.098"
"2021-08-06T12:29:07-07:00","20.552","20.491","20.312","20.144"
"2021-08-06T12:30:07-07:00","20.605","20.540","20.361","20.193"
"2021-08-06T12:31:07-07:00","20.667","20.601","20.419","20.249"
"2021-08-06T12:32:07-07:00","20.728","20.661","20.476","20.306"
"2021-08-06T12:33:07-07:00","20.789","20.719","20.533","20.365"
"2021-08-06T12:34:07-07:00","20.848","20.773","20.589","20.420"
"2021-08-06T12:35:07-07:00","20.905","20.829","20.642","20.470"
"2021-08-06T12:36:07-07:00","20.964","20.884","20.696","20.524"
"2021-08-06T12:37:07-07:00","21.015","20.938","20.747","20.573"
"2021-08-06T12:38:07-07:00","21.063","20.990","20.800","20.629"
"2021-08-06T12:39:07-07:00","21.117","21.044","20.856","20.684"
"2021-08-06T12:40:07-07:00","21.170","21.100","20.911","20.740"
"2021-08-06T12:41:07-07:00","21.226","21.160","20.972","20.803"
"2021-08-06T12:42:07-07:00","21.283","21.232","21.045","20.874"
"2021-08-06T12:43:07-07:00","21.336","21.295","21.110","20.943"
"2021-08-06T12:44:07-07:00","21.389","21.352","21.172","21.007"
"2021-08-06T12:45:07-07:00","21.439","21.415","21.239","21.075"
"2021-08-06T12:46:07-07:00","21.477","21.472","21.293","21.131"
"2021-08-06T12:47:07-07:00","21.521","21.525","21.352","21.191"
"2021-08-06T12:48:07-07:00","21.563","21.581","21.411","21.251"
"2021-08-06T12:49:07-07:00","21.612","21.640","21.472","21.317"
"2021-08-06T12:50:07-07:00","21.634","21.669","21.520","21.358"
"2021-08-06T12:51:07-07:00","21.670","21.709","21.545","21.395"
"2021-08-06T12:52:07-07:00","21.691","21.724","21.565","21.412"
"2021-08-06T12:53:07-07:00","21.727","21.742","21.582","21.428"
"2021-08-06T12:54:07-07:00","21.756","21.759","21.606","21.456"
"2021-08-06T12:55:07-07:00","21.812","21.799","21.628","21.479"
"2021-08-06T12:56:07-07:00","21.847","21.831","21.670","21.519"
"2021-08-06T12:57:07-07:00","21.874","21.852","21.692","21.539"
"2021-08-06T12:58:07-07:00","21.883","21.867","21.705","21.549"
"2021-08-06T12:59:07-07:00","21.889","21.878","21.710","21.559"
"2021-08-06T13:00:07-07:00","21.913","21.861","21.678","21.577"
"2021-08-06T13:01:07-07:00","21.931","21.912","21.744","21.620"
"2021-08-06T13:02:07-07:00","21.958","21.956","21.789","21.640"
"2021-08-06T13:03:07-07:00","22.001","21.992","21.833","21.679"
"2021-08-06T13:04:07-07:00","22.035","22.026","21.854","21.711"
"2021-08-06T13:05:07-07:00","22.076","22.063","21.895","21.739"
"2021-08-06T13:06:07-07:00","22.105","22.069","21.903","21.759"
"2021-08-06T13:07:07-07:00","22.114","22.085","21.929","21.777"
"2021-08-06T13:08:07-07:00","22.123","22.112","21.952","21.800"
"2021-08-06T13:09:07-07:00","22.133","22.126","21.968","21.813"
"2021-08-06T13:10:07-07:00","22.157","22.146","21.986","21.834"
"2021-08-06T13:11:07-07:00","22.182","22.167","22.006","21.850"
"2021-08-06T13:12:07-07:00","22.212","22.192","22.025","21.869"
"2021-08-06T13:13:07-07:00","22.243","22.212","22.046","21.887"
"2021-08-06T13:14:07-07:00","22.264","22.229","22.062","21.900"
"2021-08-06T13:15:07-07:00","22.284","22.257","22.081","21.929"
"2021-08-06T13:16:07-07:00","22.295","22.285","22.105","21.953"
"2021-08-06T13:17:07-07:00","22.318","22.308","22.139","21.974"
"2021-08-06T13:18:07-07:00","22.351","22.349","22.172","22.006"
"2021-08-06T13:19:07-07:00","22.386","22.370","22.190","22.028"
"2021-08-06T13:20:07-07:00","22.410","22.375","22.201","22.052"
"2021-08-06T13:21:07-07:00","22.416","22.379","22.202","22.057"
"2021-08-06T13:22:07-07:00","22.446","22.405","22.225","22.084"
"2021-08-06T13:23:07-07:00","22.503","22.458","22.274","22.132"
"2021-08-06T13:24:07-07:00","22.578","22.532","22.345","22.201"
"2021-08-06T13:25:07-07:00","22.684","22.635","22.445","22.296"
"2021-08-06T13:26:07-07:00","22.809","22.755","22.564","22.409"
"2021-08-06T13:27:07-07:00","22.956","22.900","22.704","22.551"
"2021-08-06T13:28:07-07:00","23.118","23.062","22.863","22.706"
"2021-08-06T13:29:07-07:00","23.289","23.232","23.032","22.874"
"2021-08-06T13:30:07-07:00","23.467","23.407","23.210","23.051"
"2021-08-06T13:31:07-07:00","23.645","23.589","23.389","23.230"
"2021-08-06T13:32:07-07:00","23.814","23.758","23.563","23.404"
"2021-08-06T13:33:07-07:00","23.974","23.918","23.722","23.559"
"2021-08-06T13:34:07-07:00","24.119","24.063","23.867","23.712"
"2021-08-06T13:35:07-07:00","24.233","24.180","23.984","23.831"
"2021-08-06T13:36:07-07:00","24.335","24.281","24.087","23.936"
"2021-08-06T13:37:07-07:00","24.416","24.362","24.169","24.019"
"2021-08-06T13:38:07-07:00","24.488","24.433","24.239","24.090"
"2021-08-06T13:39:07-07:00","24.543","24.493","24.302","24.156"
"2021-08-06T13:40:07-07:00","24.589","24.547","24.355","24.207"
"2021-08-06T13:41:07-07:00","24.642","24.598","24.404","24.256"
"2021-08-06T13:42:07-07:00","24.705","24.660","24.465","24.314"
"2021-08-06T13:43:07-07:00","24.780","24.729","24.535","24.381"
"2021-08-06T13:44:07-07:00","24.853","24.802","24.605","24.450"
"2021-08-06T13:45:07-07:00","24.931","24.877","24.679","24.521"
"2021-08-06T13:46:07-07:00","25.018","24.960","24.761","24.602"
"2021-08-06T13:47:07-07:00","25.109","25.050","24.846","24.687"
"2021-08-06T13:48:07-07:00","25.188","25.126","24.920","24.760"
"2021-08-06T13:49:07-07:00","25.270","25.205","24.999","24.839"
"2021-08-06T13:50:07-07:00","25.348","25.287","25.082","24.921"
"2021-08-06T13:51:07-07:00","25.424","25.363","25.158","24.998"
"2021-08-06T13:52:07-07:00","25.487","25.423","25.218","25.058"
"2021-08-06T13:53:07-07:00","25.544","25.479","25.269","25.110"
"2021-08-06T13:54:07-07:00","25.594","25.528","25.317","25.161"
"2021-08-06T13:55:07-07:00","25.647","25.578","25.368","25.212"
"2021-08-06T13:56:07-07:00","25.694","25.622","25.412","25.256"
"2021-08-06T13:57:07-07:00","25.747","25.672","25.460","25.304"
"2021-08-06T13:58:07-07:00","25.797","25.721","25.509","25.352"
"2021-08-06T13:59:07-07:00","25.841","25.773","25.559","25.402"
"2021-08-06T14:00:07-07:00","25.883","25.817","25.605","25.447"
"2021-08-06T14:01:07-07:00","25.936","25.871","25.658","25.499"
"2021-08-06T14:02:07-07:00","26.000","25.931","25.719","25.560"
"2021-08-06T14:03:07-07:00","26.066","25.997","25.784","25.625"
"2021-08-06T14:04:07-07:00","26.131","26.061","25.846","25.685"
"2021-08-06T14:05:07-07:00","26.206","26.139","25.923","25.760"
"2021-08-06T14:06:07-07:00","26.280","26.226","26.009","25.846"
"2021-08-06T14:07:07-07:00","26.341","26.299","26.087","25.927"
"2021-08-06T14:08:07-07:00","26.402","26.372","26.162","26.001"
"2021-08-06T14:09:07-07:00","26.469","26.443","26.233","26.075"
"2021-08-06T14:10:07-07:00","26.537","26.513","26.307","26.152"
"2021-08-06T14:11:07-07:00","26.582","26.563","26.360","26.207"
"2021-08-06T14:12:07-07:00","26.608","26.600","26.396","26.247"
"2021-08-06T14:13:07-07:00","26.603","26.597","26.406","26.254"
"2021-08-06T14:14:07-07:00","26.633","26.624","26.410","26.265"
"2021-08-06T14:15:07-07:00","26.645","26.628","26.417","26.267"
"2021-08-06T14:16:07-07:00","26.665","26.638","26.431","26.282"
"2021-08-06T14:17:07-07:00","26.695","26.658","26.451","26.309"
"2021-08-06T14:18:07-07:00","26.719","26.677","26.473","26.327"
"2021-08-06T14:19:07-07:00","26.761","26.674","26.486","26.348"
"2021-08-06T14:20:07-07:00","26.787","26.713","26.508","26.368"
"2021-08-06T14:21:07-07:00","26.805","26.767","26.552","26.403"
"2021-08-06T14:22:07-07:00","26.819","26.793","26.582","26.431"
"2021-08-06T14:23:07-07:00","26.834","26.834","26.611","26.463"
"2021-08-06T14:24:07-07:00","26.845","26.911","26.615","26.482"
"2021-08-06T14:25:07-07:00","26.889","26.879","26.674","26.526"
"2021-08-06T14:26:07-07:00","26.916","26.907","26.705","26.559"
"2021-08-06T14:27:07-07:00","26.945","26.935","26.732","26.595"
"2021-08-06T14:28:07-07:00","26.966","26.954","26.751","26.621"
"2021-08-06T14:29:07-07:00","27.000","26.984","26.778","26.648"
"2021-08-06T14:30:07-07:00","27.035","27.021","26.813","26.681"
"2021-08-06T14:31:07-07:00","27.056","27.040","26.836","26.703"
"2021-08-06T14:32:07-07:00","27.089","27.069","26.865","26.729"
"2021-08-06T14:33:07-07:00","27.120","27.099","26.889","26.756"
"2021-08-06T14:34:07-07:00","27.158","27.135","26.929","26.793"
"2021-08-06T14:35:07-07:00","27.180","27.161","26.952","26.815"
"2021-08-06T14:36:07-07:00","27.200","27.185","26.971","26.835"
"2021-08-06T14:37:07-07:00","27.227","27.209","26.997","26.862"
"2021-08-06T14:38:07-07:00","27.249","27.262","27.036","26.899"
"2021-08-06T14:39:07-07:00","27.274","27.261","27.056","26.919"
"2021-08-06T14:40:07-07:00","27.297","27.286","27.087","26.950"
"2021-08-06T14:41:07-07:00","27.314","27.306","27.104","26.972"
"2021-08-06T14:42:07-07:00","27.335","27.317","27.122","26.983"
"2021-08-06T14:43:07-07:00","27.363","27.336","27.132","26.998"
"2021-08-06T14:44:07-07:00","27.418","27.375","27.172","27.033"
"2021-08-06T14:45:07-07:00","27.480","27.425","27.232","27.087"
"2021-08-06T14:46:07-07:00","27.563","27.497","27.314","27.162"
"2021-08-06T14:47:07-07:00","27.672","27.594","27.418","27.257"
"2021-08-06T14:48:07-07:00","27.788","27.702","27.536","27.370"
"2021-08-06T14:49:07-07:00","27.918","27.829","27.661","27.491"
"2021-08-06T14:50:07-07:00","28.045","27.947","27.781","27.604"
"2021-08-06T14:51:07-07:00","","","",""
"2021-08-06T14:52:07-07:00","28.332","28.243","28.072","27.879"
"2021-08-06T14:53:07-07:00","28.417","28.348","28.175","28.000"
"2021-08-06T14:54:07-07:00","28.493","28.430","28.258","28.085"
"2021-08-06T14:55:07-07:00","28.586","28.526","28.360","28.196"
"2021-08-06T14:56:07-07:00","28.697","28.634","28.467","28.309"
"2021-08-06T14:57:07-07:00","28.795","28.731","28.569","28.415"
"2021-08-06T14:58:07-07:00","28.899","28.836","28.674","28.523"
"2021-08-06T14:59:07-07:00","29.014","28.945","28.780","28.628"
"2021-08-06T15:00:07-07:00","29.118","29.047","28.878","28.728"
"2021-08-06T15:01:07-07:00","29.225","29.151","28.978","28.827"
"2021-08-06T15:02:07-07:00","29.324","29.249","29.071","28.920"
"2021-08-06T15:03:07-07:00","29.421","29.340","29.162","29.007"
"2021-08-06T15:04:07-07:00","29.516","29.440","29.255","29.099"
"2021-08-06T15:05:07-07:00","29.612","29.531","29.343","29.186"
"2021-08-06T15:06:07-07:00","29.700","29.620","29.430","29.273"
"2021-08-06T15:07:07-07:00","29.788","29.705","29.513","29.355"
"2021-08-06T15:08:07-07:00","29.883","29.801","29.603","29.443"
"2021-08-06T15:09:07-07:00","29.971","29.887","29.686","29.525"
"2021-08-06T15:10:07-07:00","30.041","29.964","29.752","29.591"
"2021-08-06T15:11:07-07:00","30.101","30.025","29.807","29.650"
"2021-08-06T15:12:07-07:00","30.157","30.079","29.860","29.704"
"2021-08-06T15:13:07-07:00","30.216","30.138","29.917","29.758"
"2021-08-06T15:14:07-07:00","30.275","30.196","29.973","29.809"
"2021-08-06T15:15:07-07:00","30.328","30.245","30.019","29.856"
"2021-08-06T15:16:07-07:00","30.384","30.297","30.070","29.905"
"2021-08-06T15:17:07-07:00","30.434","30.345","30.118","29.956"
"2021-08-06T15:18:07-07:00","30.486","30.396","30.168","30.005"
"2021-08-06T15:19:07-07:00","30.544","30.454","30.227","30.058"
"2021-08-06T15:20:07-07:00","30.603","30.511","30.285","30.114"
"2021-08-06T15:21:07-07:00","30.669","30.574","30.347","30.176"
"2021-08-06T15:22:07-07:00","30.740","30.640","30.417","30.243"
"2021-08-06T15:23:07-07:00","30.812","30.712","30.486","30.311"
"2021-08-06T15:24:07-07:00","30.881","30.781","30.552","30.380"
"2021-08-06T15:25:07-07:00","30.951","30.846","30.616","30.439"
"2021-08-06T15:26:07-07:00","31.016","30.916","30.684","30.511"
"2021-08-06T15:27:07-07:00","31.084","30.983","30.751","30.576"
"2021-08-06T15:28:07-07:00","31.143","31.046","30.815","30.645"
"2021-08-06T15:29:07-07:00","31.202","31.111","30.880","30.709"
"2021-08-06T15:30:07-07:00","31.257","31.171","30.943","30.773"
"2021-08-06T15:31:07-07:00","31.308","31.231","30.996","30.830"
"2021-08-06T15:32:07-07:00","31.348","31.272","31.033","30.867"
"2021-08-06T15:33:07-07:00","31.390","31.313","31.072","30.904"
"2021-08-06T15:34:07-07:00","31.424","31.348","31.105","30.937"
"2021-08-06T15:35:07-07:00","31.463","31.384","31.142","30.975"
"2021-08-06T15:36:07-07:00","31.493","31.420","31.175","31.008"
"2021-08-06T15:37:07-07:00","31.520","31.447","31.207","31.039"
"2021-08-06T15:38:07-07:00","31.562","31.488","31.249","31.082"
"2021-08-06T15:39:07-07:00","31.614","31.536","31.301","31.131"
"2021-08-06T15:40:07-07:00","31.670","31.591","31.358","31.188"
"2021-08-06T15:41:07-07:00","31.704","31.636","31.405","31.239"
"2021-08-06T15:42:07-07:00","31.696","31.636","31.411","31.247"
"2021-08-06T15:43:07-07:00","31.701","31.648","31.401","31.250"
"2021-08-06T15:44:07-07:00","31.677","31.626","31.374","31.229"
"2021-08-06T15:45:07-07:00","31.654","31.594","31.349","31.211"
"2021-08-06T15:46:07-07:00","31.633","31.538","31.324","31.186"
